batch_id,product_id,batch_number,manufacturing_date,release_date,expiry_date,batch_size,batch_size_unit,site_id,manufacturing_line,batch_status,disposition_date
BATCH-00194,7,BN-07-220518-95,2022-05-18,2022-06-20,2024-06-19,26674.0,kg,SITE-AP-01,Line-1,Released,2022-06-23
BATCH-00195,3,BN-03-220514-96,2022-05-14,2022-06-13,2024-06-12,5475.0,units,SITE-EU-01,Line-2,Released,2022-06-15
BATCH-00196,4,BN-04-220518-97,2022-05-18,2022-06-01,2024-05-31,27137.0,L,SITE-EU-01,Line-3,Released,2022-06-01
BATCH-00197,8,BN-08-220510-98,2022-05-10,2022-06-07,2024-06-06,29670.0,kg,SITE-EU-01,Line-4,Released,2022-06-11
BATCH-00198,4,BN-04-220508-00,2022-05-08,2022-06-01,2024-05-31,34070.0,L,SITE-EU-01,Line-2,Released,2022-06-03
BATCH-00199,4,BN-04-220521-01,2022-05-21,2022-06-19,2024-06-18,40998.0,units,SITE-US-01,Line-3,Released,2022-06-21
BATCH-00200,7,BN-07-220518-02,2022-05-18,2022-06-18,2024-06-17,43407.0,kg,SITE-AP-01,Line-2,Released,2022-06-20
BATCH-00201,7,BN-07-220515-03,2022-05-15,2022-06-26,2024-06-25,33024.0,kg,SITE-US-01,Line-3,Released,2022-06-26
BATCH-00202,1,BN-01-220518-04,2022-05-18,2022-06-02,2024-06-01,9602.0,L,SITE-US-01,Line-2,Released,2022-06-07
BATCH-00203,7,BN-07-220501-05,2022-05-01,2022-05-29,2024-05-28,5663.0,kg,SITE-EU-01,Line-3,Released,2022-06-01
BATCH-00204,8,BN-08-220526-06,2022-05-26,,,25866.0,kg,SITE-EU-01,Line-3,On Hold,2022-07-10
BATCH-00205,1,BN-01-220509-07,2022-05-09,2022-06-17,2024-06-16,26157.0,kg,SITE-US-01,Line-3,Released,2022-06-20
BATCH-00206,1,BN-01-220525-08,2022-05-25,2022-06-23,2024-06-22,48874.0,kg,SITE-US-01,Line-1,Released,2022-06-24
BATCH-00207,7,BN-07-220525-09,2022-05-25,2022-06-14,2024-06-13,49195.0,L,SITE-EU-01,Line-4,Released,2022-06-19
BATCH-00208,3,BN-03-220506-10,2022-05-06,2022-05-22,2024-05-21,29731.0,kg,SITE-EU-01,Line-3,Released,2022-05-25
BATCH-00209,3,BN-03-220507-11,2022-05-07,2022-06-13,2024-06-12,43865.0,kg,SITE-AP-01,Line-1,Released,2022-06-14
BATCH-00210,4,BN-04-220511-12,2022-05-11,2022-05-25,2024-05-24,17425.0,kg,SITE-AP-01,Line-4,Released,2022-05-26
BATCH-00211,1,BN-01-220519-13,2022-05-19,2022-07-02,2024-07-01,11975.0,kg,SITE-US-01,Line-2,Released,2022-07-03
BATCH-00212,1,BN-01-220522-14,2022-05-22,2022-06-26,2024-06-25,49864.0,units,SITE-EU-01,Line-1,Released,2022-06-26
BATCH-00213,7,BN-07-220505-15,2022-05-05,2022-05-25,2024-05-24,15470.0,units,SITE-EU-01,Line-3,Released,2022-05-28
BATCH-00214,2,BN-02-220501-16,2022-05-01,2022-06-08,2024-06-07,11063.0,kg,SITE-AP-01,Line-4,Released,2022-06-13
BATCH-00215,6,BN-06-220510-17,2022-05-10,2022-06-24,2024-06-23,13398.0,L,SITE-EU-01,Line-3,Released,2022-06-29
BATCH-00216,3,BN-03-220528-18,2022-05-28,2022-06-21,2024-06-20,11976.0,L,SITE-EU-01,Line-3,Released,2022-06-25
BATCH-00217,4,BN-04-220501-19,2022-05-01,2022-06-08,2024-06-07,44732.0,units,SITE-EU-01,Line-3,Released,2022-06-12
BATCH-00218,3,BN-03-220524-20,2022-05-24,2022-06-11,2024-06-10,29253.0,L,SITE-US-01,Line-2,Released,2022-06-15
BATCH-00219,4,BN-04-220525-21,2022-05-25,2022-06-17,2024-06-16,19517.0,units,SITE-AP-01,Line-3,Released,2022-06-17
BATCH-00220,6,BN-06-220522-22,2022-05-22,2022-06-09,2024-06-08,47201.0,kg,SITE-US-01,Line-1,Released,2022-06-10
BATCH-00221,4,BN-04-220507-23,2022-05-07,2022-05-27,2024-05-26,33879.0,L,SITE-US-01,Line-4,Released,2022-05-31
BATCH-00222,7,BN-07-220519-24,2022-05-19,2022-06-18,2024-06-17,14933.0,units,SITE-AP-01,Line-1,Released,2022-06-18
BATCH-00223,7,BN-07-220516-25,2022-05-16,2022-06-04,2024-06-03,33751.0,L,SITE-US-01,Line-4,Released,2022-06-06
BATCH-00224,1,BN-01-220527-26,2022-05-27,2022-06-27,2024-06-26,38044.0,L,SITE-AP-01,Line-1,Released,2022-06-28
BATCH-00225,1,BN-01-220504-27,2022-05-04,2022-06-01,2024-05-31,13526.0,units,SITE-AP-01,Line-2,Released,2022-06-05
BATCH-00226,2,BN-02-220518-28,2022-05-18,2022-06-27,2024-06-26,39483.0,units,SITE-AP-01,Line-3,Released,2022-07-02
BATCH-00227,7,BN-07-220522-29,2022-05-22,2022-07-02,2024-07-01,12506.0,kg,SITE-EU-01,Line-4,Released,2022-07-06
BATCH-00228,7,BN-07-220506-30,2022-05-06,2022-06-17,2024-06-16,45612.0,units,SITE-EU-01,Line-3,Released,2022-06-19
BATCH-00229,8,BN-08-220521-31,2022-05-21,2022-07-01,2024-06-30,19555.0,kg,SITE-EU-01,Line-2,Released,2022-07-04
BATCH-00230,7,BN-07-220509-32,2022-05-09,2022-06-15,2024-06-14,25137.0,L,SITE-AP-01,Line-1,Released,2022-06-20
BATCH-00231,3,BN-03-220520-33,2022-05-20,2022-06-04,2024-06-03,49704.0,L,SITE-US-01,Line-1,Released,2022-06-06
BATCH-00232,2,BN-02-220528-34,2022-05-28,2022-07-01,2024-06-30,41987.0,units,SITE-US-01,Line-3,Released,2022-07-05
BATCH-00233,6,BN-06-220519-35,2022-05-19,2022-06-11,2024-06-10,25717.0,kg,SITE-AP-01,Line-2,Released,2022-06-13
BATCH-00234,6,BN-06-220508-36,2022-05-08,2022-06-05,2024-06-04,18514.0,units,SITE-EU-01,Line-4,Released,2022-06-09
BATCH-00235,7,BN-07-220503-37,2022-05-03,2022-06-06,2024-06-05,12781.0,units,SITE-US-01,Line-1,Released,2022-06-10
BATCH-00236,3,BN-03-220502-38,2022-05-02,2022-06-09,2024-06-08,7517.0,L,SITE-AP-01,Line-3,Released,2022-06-12
BATCH-00237,8,BN-08-220504-39,2022-05-04,2022-06-01,2024-05-31,43227.0,kg,SITE-EU-01,Line-4,Released,2022-06-01
BATCH-00238,1,BN-01-220610-40,2022-06-10,2022-07-03,2024-07-02,36400.0,kg,SITE-AP-01,Line-1,Released,2022-07-08
BATCH-00239,4,BN-04-220614-41,2022-06-14,2022-07-03,2024-07-02,18040.0,L,SITE-AP-01,Line-2,Released,2022-07-04
BATCH-00240,1,BN-01-220615-42,2022-06-15,2022-07-02,2024-07-01,16815.0,L,SITE-EU-01,Line-4,Released,2022-07-07
BATCH-00241,8,BN-08-220604-43,2022-06-04,2022-07-18,2024-07-17,26954.0,units,SITE-US-01,Line-2,Released,2022-07-22
BATCH-00242,7,BN-07-220616-44,2022-06-16,2022-07-15,2024-07-14,16982.0,L,SITE-AP-01,Line-3,Released,2022-07-20
BATCH-00243,1,BN-01-220603-45,2022-06-03,2022-07-13,2024-07-12,20674.0,L,SITE-AP-01,Line-3,Released,2022-07-17
BATCH-00244,1,BN-01-220624-46,2022-06-24,2022-07-27,2024-07-26,20737.0,L,SITE-AP-01,Line-2,Released,2022-07-30
BATCH-00245,8,BN-08-220607-47,2022-06-07,2022-07-03,2024-07-02,12020.0,units,SITE-US-01,Line-1,Released,2022-07-03
BATCH-00246,1,BN-01-220607-48,2022-06-07,2022-06-30,2024-06-29,41906.0,kg,SITE-AP-01,Line-3,Released,2022-07-05
BATCH-00247,3,BN-03-220614-49,2022-06-14,2022-07-28,2024-07-27,14405.0,units,SITE-US-01,Line-2,Released,2022-07-29
BATCH-00248,6,BN-06-220624-50,2022-06-24,2022-07-24,2024-07-23,33037.0,kg,SITE-AP-01,Line-1,Released,2022-07-27
BATCH-00249,7,BN-07-220616-51,2022-06-16,2022-07-02,2024-07-01,7705.0,kg,SITE-AP-01,Line-3,Released,2022-07-02
BATCH-00250,7,BN-07-220531-52,2022-05-31,2022-06-18,2024-06-17,17209.0,units,SITE-EU-01,Line-3,Released,2022-06-18
BATCH-00251,3,BN-03-220627-53,2022-06-27,2022-08-04,2024-08-03,22132.0,units,SITE-US-01,Line-1,Released,2022-08-06
BATCH-00252,8,BN-08-220619-54,2022-06-19,2022-07-08,2024-07-07,27529.0,L,SITE-EU-01,Line-1,Released,2022-07-08
BATCH-00253,6,BN-06-220609-55,2022-06-09,2022-07-14,2024-07-13,38498.0,kg,SITE-US-01,Line-3,Released,2022-07-19
BATCH-00254,3,BN-03-220620-56,2022-06-20,2022-07-23,2024-07-22,49021.0,units,SITE-EU-01,Line-3,Released,2022-07-23
BATCH-00255,3,BN-03-220628-57,2022-06-28,2022-08-05,2024-08-04,41669.0,kg,SITE-AP-01,Line-3,Released,2022-08-06
BATCH-00256,3,BN-03-220628-58,2022-06-28,2022-08-06,2024-08-05,8951.0,L,SITE-US-01,Line-2,Released,2022-08-09
BATCH-00257,6,BN-06-220604-59,2022-06-04,2022-07-15,2024-07-14,45938.0,L,SITE-US-01,Line-4,Released,2022-07-19
BATCH-00258,2,BN-02-220620-60,2022-06-20,2022-07-12,2024-07-11,35782.0,kg,SITE-US-01,Line-2,Released,2022-07-14
BATCH-00259,7,BN-07-220628-61,2022-06-28,2022-07-20,2024-07-19,45905.0,kg,SITE-AP-01,Line-2,Released,2022-07-22
BATCH-00260,6,BN-06-220617-62,2022-06-17,2022-07-08,2024-07-07,42779.0,kg,SITE-US-01,Line-1,Released,2022-07-10
BATCH-00261,4,BN-04-220609-63,2022-06-09,2022-07-21,2024-07-20,41976.0,units,SITE-EU-01,Line-3,Released,2022-07-22
BATCH-00262,1,BN-01-220604-64,2022-06-04,2022-06-29,2024-06-28,49368.0,units,SITE-US-01,Line-3,Released,2022-07-03
BATCH-00263,6,BN-06-220607-65,2022-06-07,2022-07-05,2024-07-04,6174.0,kg,SITE-AP-01,Line-4,Released,2022-07-06
BATCH-00264,8,BN-08-220619-66,2022-06-19,2022-08-02,2024-08-01,21828.0,L,SITE-AP-01,Line-4,Released,2022-08-05
BATCH-00265,2,BN-02-220606-67,2022-06-06,2022-07-04,2024-07-03,39404.0,kg,SITE-US-01,Line-3,Released,2022-07-07
BATCH-00266,7,BN-07-220621-68,2022-06-21,2022-07-17,2024-07-16,7976.0,L,SITE-US-01,Line-4,Released,2022-07-22
BATCH-00267,8,BN-08-220614-69,2022-06-14,2022-07-13,2024-07-12,39930.0,units,SITE-EU-01,Line-4,Released,2022-07-18
BATCH-00268,4,BN-04-220619-70,2022-06-19,2022-07-05,2024-07-04,25322.0,kg,SITE-EU-01,Line-2,Released,2022-07-09
BATCH-00269,4,BN-04-220623-71,2022-06-23,2022-07-09,2024-07-08,28226.0,units,SITE-AP-01,Line-1,Released,2022-07-10
BATCH-00270,4,BN-04-220612-72,2022-06-12,2022-07-15,2024-07-14,17866.0,kg,SITE-EU-01,Line-4,Released,2022-07-17
BATCH-00271,1,BN-01-220622-73,2022-06-22,2022-07-15,2024-07-14,34075.0,kg,SITE-AP-01,Line-1,Released,2022-07-16
BATCH-00272,7,BN-07-220617-74,2022-06-17,2022-07-09,2024-07-08,19556.0,kg,SITE-AP-01,Line-2,Released,2022-07-12
BATCH-00273,7,BN-07-220628-75,2022-06-28,2022-07-24,2024-07-23,9058.0,L,SITE-AP-01,Line-2,Released,2022-07-29
BATCH-00274,1,BN-01-220602-76,2022-06-02,2022-06-23,2024-06-22,33533.0,kg,SITE-AP-01,Line-4,Released,2022-06-28
BATCH-00275,6,BN-06-220605-77,2022-06-05,2022-07-13,2024-07-12,6976.0,kg,SITE-AP-01,Line-3,Released,2022-07-17
BATCH-00276,8,BN-08-220604-78,2022-06-04,2022-06-28,2024-06-27,13049.0,units,SITE-AP-01,Line-1,Released,2022-07-01
BATCH-00277,3,BN-03-220623-79,2022-06-23,2022-08-04,2024-08-03,13131.0,kg,SITE-EU-01,Line-2,Released,2022-08-04
BATCH-00278,8,BN-08-220608-80,2022-06-08,2022-06-22,2024-06-21,43493.0,units,SITE-AP-01,Line-1,Released,2022-06-26
BATCH-00279,2,BN-02-220606-81,2022-06-06,2022-07-20,2024-07-19,24884.0,units,SITE-EU-01,Line-1,Released,2022-07-21
BATCH-00280,3,BN-03-220619-82,2022-06-19,2022-07-16,2024-07-15,11672.0,units,SITE-AP-01,Line-3,Released,2022-07-16
BATCH-00281,8,BN-08-220601-83,2022-06-01,2022-07-04,2024-07-03,8947.0,kg,SITE-US-01,Line-4,Released,2022-07-05
BATCH-00282,7,BN-07-220609-84,2022-06-09,2022-07-04,2024-07-03,38720.0,L,SITE-US-01,Line-1,Released,2022-07-04
BATCH-00283,3,BN-03-220611-85,2022-06-11,2022-07-19,2024-07-18,39130.0,units,SITE-EU-01,Line-1,Released,2022-07-21
BATCH-00284,2,BN-02-220603-86,2022-06-03,2022-07-04,2024-07-03,23619.0,kg,SITE-EU-01,Line-2,Released,2022-07-08
BATCH-00285,1,BN-01-220618-87,2022-06-18,2022-07-07,2024-07-06,35989.0,units,SITE-US-01,Line-3,Released,2022-07-10
BATCH-00286,8,BN-08-220610-88,2022-06-10,2022-07-10,2024-07-09,49776.0,L,SITE-AP-01,Line-2,Released,2022-07-14
BATCH-00287,7,BN-07-220720-89,2022-07-20,2022-09-03,2024-09-02,13096.0,units,SITE-AP-01,Line-2,Released,2022-09-08
BATCH-00288,2,BN-02-220630-90,2022-06-30,2022-07-21,2024-07-20,33146.0,kg,SITE-EU-01,Line-2,Released,2022-07-25
BATCH-00289,4,BN-04-220701-91,2022-07-01,2022-08-05,2024-08-04,41272.0,kg,SITE-EU-01,Line-1,Released,2022-08-10
BATCH-00290,7,BN-07-220709-92,2022-07-09,2022-08-08,2024-08-07,18850.0,units,SITE-US-01,Line-3,Released,2022-08-08
BATCH-00291,7,BN-07-220710-93,2022-07-10,2022-08-14,2024-08-13,30601.0,kg,SITE-US-01,Line-2,Released,2022-08-15
BATCH-00292,8,BN-08-220710-94,2022-07-10,2022-08-23,2024-08-22,40876.0,units,SITE-EU-01,Line-2,Released,2022-08-26
BATCH-00293,7,BN-07-220714-95,2022-07-14,2022-08-18,2024-08-17,41637.0,units,SITE-US-01,Line-1,Released,2022-08-22
BATCH-00294,6,BN-06-220723-96,2022-07-23,2022-08-26,2024-08-25,5842.0,units,SITE-EU-01,Line-3,Released,2022-08-28
BATCH-00295,2,BN-02-220708-97,2022-07-08,2022-07-23,2024-07-22,21886.0,units,SITE-US-01,Line-2,Released,2022-07-27
BATCH-00296,4,BN-04-220705-98,2022-07-05,2022-07-26,2024-07-25,38819.0,units,SITE-AP-01,Line-3,Released,2022-07-31
BATCH-00297,3,BN-03-220713-00,2022-07-13,2022-08-01,2024-07-31,15694.0,L,SITE-US-01,Line-3,Released,2022-08-02
BATCH-00298,3,BN-03-220705-01,2022-07-05,2022-07-26,2024-07-25,6683.0,kg,SITE-AP-01,Line-1,Released,2022-07-29
BATCH-00299,1,BN-01-220725-02,2022-07-25,2022-09-07,2024-09-06,11933.0,L,SITE-AP-01,Line-4,Released,2022-09-12
BATCH-00300,3,BN-03-220724-03,2022-07-24,2022-08-27,2024-08-26,44231.0,units,SITE-AP-01,Line-2,Released,2022-08-28
BATCH-00301,1,BN-01-220714-04,2022-07-14,2022-08-21,2024-08-20,28506.0,kg,SITE-AP-01,Line-3,Released,2022-08-21
BATCH-00302,8,BN-08-220719-05,2022-07-19,2022-08-07,2024-08-06,45013.0,kg,SITE-AP-01,Line-3,Released,2022-08-07
BATCH-00303,8,BN-08-220709-06,2022-07-09,2022-08-05,2024-08-04,13665.0,L,SITE-AP-01,Line-3,Released,2022-08-08
BATCH-00304,1,BN-01-220708-07,2022-07-08,2022-07-31,2024-07-30,10151.0,units,SITE-AP-01,Line-1,Released,2022-08-01
BATCH-00305,3,BN-03-220717-08,2022-07-17,2022-08-20,2024-08-19,47448.0,L,SITE-AP-01,Line-2,Released,2022-08-21
BATCH-00306,3,BN-03-220719-09,2022-07-19,2022-08-23,2024-08-22,7283.0,kg,SITE-US-01,Line-4,Released,2022-08-28
BATCH-00307,1,BN-01-220712-10,2022-07-12,2022-07-29,2024-07-28,22636.0,units,SITE-US-01,Line-4,Released,2022-08-02
BATCH-00308,3,BN-03-220710-11,2022-07-10,2022-08-05,2024-08-04,35189.0,units,SITE-EU-01,Line-1,Released,2022-08-08
BATCH-00309,2,BN-02-220702-12,2022-07-02,2022-08-14,2024-08-13,18968.0,units,SITE-AP-01,Line-4,Released,2022-08-17
BATCH-00310,2,BN-02-220704-13,2022-07-04,2022-08-03,2024-08-02,22643.0,units,SITE-US-01,Line-3,Released,2022-08-05
BATCH-00311,4,BN-04-220630-14,2022-06-30,2022-07-18,2024-07-17,20815.0,L,SITE-EU-01,Line-2,Released,2022-07-20
BATCH-00312,6,BN-06-220718-15,2022-07-18,2022-08-09,2024-08-08,23256.0,units,SITE-EU-01,Line-1,Released,2022-08-11
BATCH-00313,7,BN-07-220702-16,2022-07-02,2022-08-04,2024-08-03,23037.0,L,SITE-AP-01,Line-2,Released,2022-08-08
BATCH-00314,6,BN-06-220705-17,2022-07-05,2022-08-18,2024-08-17,20332.0,units,SITE-US-01,Line-4,Released,2022-08-21
BATCH-00315,8,BN-08-220710-18,2022-07-10,2022-08-08,2024-08-07,35132.0,units,SITE-AP-01,Line-4,Released,2022-08-08
BATCH-00316,6,BN-06-220714-19,2022-07-14,2022-08-17,2024-08-16,41991.0,kg,SITE-AP-01,Line-3,Released,2022-08-20
BATCH-00317,6,BN-06-220703-20,2022-07-03,2022-08-10,2024-08-09,34025.0,kg,SITE-US-01,Line-1,Released,2022-08-11
BATCH-00318,6,BN-06-220728-21,2022-07-28,2022-08-11,2024-08-10,34740.0,L,SITE-US-01,Line-3,Released,2022-08-14
BATCH-00319,6,BN-06-220714-22,2022-07-14,2022-08-09,2024-08-08,44484.0,L,SITE-AP-01,Line-3,Released,2022-08-12
BATCH-00320,3,BN-03-220702-23,2022-07-02,2022-07-16,2024-07-15,27969.0,kg,SITE-AP-01,Line-3,Released,2022-07-16
BATCH-00321,6,BN-06-220701-24,2022-07-01,2022-07-15,2024-07-14,41934.0,L,SITE-EU-01,Line-1,Released,2022-07-17
BATCH-00322,2,BN-02-220713-25,2022-07-13,2022-08-21,2024-08-20,37030.0,L,SITE-US-01,Line-4,Released,2022-08-24
BATCH-00323,2,BN-02-220721-26,2022-07-21,2022-08-15,2024-08-14,13470.0,L,SITE-AP-01,Line-3,Released,2022-08-18
BATCH-00324,3,BN-03-220727-27,2022-07-27,2022-08-18,2024-08-17,8229.0,kg,SITE-US-01,Line-2,Released,2022-08-23
BATCH-00325,7,BN-07-220713-28,2022-07-13,2022-08-04,2024-08-03,33901.0,L,SITE-EU-01,Line-4,Released,2022-08-09
BATCH-00326,4,BN-04-220719-29,2022-07-19,2022-08-13,2024-08-12,24086.0,L,SITE-AP-01,Line-4,Released,2022-08-15
BATCH-00327,2,BN-02-220713-30,2022-07-13,2022-07-27,2024-07-26,43106.0,kg,SITE-US-01,Line-3,Released,2022-07-30
BATCH-00328,6,BN-06-220711-31,2022-07-11,2022-07-27,2024-07-26,30567.0,units,SITE-AP-01,Line-3,Released,2022-07-27
BATCH-00329,4,BN-04-220722-32,2022-07-22,2022-08-10,2024-08-09,37908.0,L,SITE-AP-01,Line-4,Released,2022-08-14
BATCH-00330,6,BN-06-220728-33,2022-07-28,2022-08-16,2024-08-15,33380.0,units,SITE-US-01,Line-1,Released,2022-08-21
BATCH-00331,6,BN-06-220725-34,2022-07-25,2022-08-27,2024-08-26,45661.0,units,SITE-AP-01,Line-1,Released,2022-08-30
BATCH-00332,6,BN-06-220728-35,2022-07-28,2022-09-10,2024-09-09,19918.0,L,SITE-EU-01,Line-3,Released,2022-09-12
BATCH-00333,1,BN-01-220722-36,2022-07-22,2022-08-24,2024-08-23,30367.0,kg,SITE-US-01,Line-4,Released,2022-08-28
BATCH-00334,6,BN-06-220701-37,2022-07-01,2022-08-02,2024-08-01,33094.0,L,SITE-US-01,Line-4,Released,2022-08-02
BATCH-00335,6,BN-06-220702-38,2022-07-02,2022-08-02,2024-08-01,32711.0,L,SITE-US-01,Line-3,Released,2022-08-02
BATCH-00336,1,BN-01-220719-39,2022-07-19,2022-08-13,2024-08-12,38254.0,units,SITE-AP-01,Line-4,Released,2022-08-15
BATCH-00337,3,BN-03-220725-40,2022-07-25,2022-08-23,2024-08-22,40972.0,kg,SITE-US-01,Line-3,Released,2022-08-23
BATCH-00338,6,BN-06-220726-41,2022-07-26,2022-08-18,2024-08-17,38874.0,L,SITE-US-01,Line-4,Released,2022-08-19
BATCH-00339,4,BN-04-220723-42,2022-07-23,2022-08-16,2024-08-15,38046.0,L,SITE-AP-01,Line-1,Released,2022-08-21
BATCH-00340,8,BN-08-220726-43,2022-07-26,2022-08-16,2024-08-15,25881.0,L,SITE-EU-01,Line-3,Released,2022-08-19
BATCH-00341,8,BN-08-220717-44,2022-07-17,2022-08-14,2024-08-13,36752.0,L,SITE-AP-01,Line-3,Released,2022-08-15
BATCH-00342,3,BN-03-220824-45,2022-08-24,2022-10-05,2024-10-04,19206.0,units,SITE-US-01,Line-1,Released,2022-10-05
BATCH-00343,7,BN-07-220810-46,2022-08-10,2022-09-20,2024-09-19,34343.0,L,SITE-AP-01,Line-3,Released,2022-09-22
BATCH-00344,8,BN-08-220802-47,2022-08-02,2022-09-01,2024-08-31,22602.0,units,SITE-EU-01,Line-2,Released,2022-09-06
BATCH-00345,6,BN-06-220823-48,2022-08-23,2022-09-18,2024-09-17,35497.0,kg,SITE-AP-01,Line-3,Released,2022-09-22
BATCH-00346,7,BN-07-220730-49,2022-07-30,2022-08-17,2024-08-16,9396.0,kg,SITE-US-01,Line-4,Released,2022-08-19
BATCH-00347,7,BN-07-220808-50,2022-08-08,2022-09-07,2024-09-06,6067.0,kg,SITE-US-01,Line-1,Released,2022-09-11
BATCH-00348,8,BN-08-220805-51,2022-08-05,2022-08-26,2024-08-25,10399.0,units,SITE-AP-01,Line-2,Released,2022-08-29
BATCH-00349,8,BN-08-220827-52,2022-08-27,2022-09-21,2024-09-20,36304.0,L,SITE-AP-01,Line-3,Released,2022-09-24
BATCH-00350,1,BN-01-220819-53,2022-08-19,2022-10-01,2024-09-30,17437.0,L,SITE-AP-01,Line-3,Released,2022-10-03
BATCH-00351,8,BN-08-220801-54,2022-08-01,2022-09-01,2024-08-31,22226.0,L,SITE-US-01,Line-1,Released,2022-09-03
BATCH-00352,2,BN-02-220813-55,2022-08-13,2022-08-31,2024-08-30,46786.0,units,SITE-EU-01,Line-4,Released,2022-09-01
BATCH-00353,4,BN-04-220802-56,2022-08-02,2022-08-25,2024-08-24,24406.0,units,SITE-AP-01,Line-1,Released,2022-08-28
BATCH-00354,3,BN-03-220802-57,2022-08-02,2022-08-18,2024-08-17,30711.0,L,SITE-AP-01,Line-4,Released,2022-08-18
BATCH-00355,2,BN-02-220819-58,2022-08-19,2022-09-02,2024-09-01,34907.0,L,SITE-EU-01,Line-2,Released,2022-09-07
BATCH-00356,4,BN-04-220817-59,2022-08-17,2022-08-31,2024-08-30,47296.0,L,SITE-EU-01,Line-4,Released,2022-09-03
BATCH-00357,8,BN-08-220822-60,2022-08-22,2022-09-09,2024-09-08,5149.0,units,SITE-EU-01,Line-4,Released,2022-09-09
BATCH-00358,6,BN-06-220810-61,2022-08-10,2022-09-14,2024-09-13,23028.0,units,SITE-AP-01,Line-1,Released,2022-09-16
BATCH-00359,8,BN-08-220809-62,2022-08-09,2022-08-28,2024-08-27,39220.0,L,SITE-AP-01,Line-2,Released,2022-08-29
BATCH-00360,1,BN-01-220811-63,2022-08-11,2022-09-06,2024-09-05,22555.0,kg,SITE-AP-01,Line-3,Released,2022-09-09
BATCH-00361,7,BN-07-220813-64,2022-08-13,2022-09-08,2024-09-07,13689.0,units,SITE-US-01,Line-2,Released,2022-09-11
BATCH-00362,1,BN-01-220824-65,2022-08-24,2022-09-26,2024-09-25,48423.0,L,SITE-EU-01,Line-1,Released,2022-09-26
BATCH-00363,1,BN-01-220809-66,2022-08-09,2022-08-25,2024-08-24,14526.0,units,SITE-EU-01,Line-4,Released,2022-08-30
BATCH-00364,2,BN-02-220822-67,2022-08-22,2022-09-19,2024-09-18,6659.0,kg,SITE-AP-01,Line-4,Released,2022-09-24
BATCH-00365,4,BN-04-220818-68,2022-08-18,2022-09-03,2024-09-02,34195.0,kg,SITE-US-01,Line-2,Released,2022-09-08
BATCH-00366,3,BN-03-220825-69,2022-08-25,2022-09-14,2024-09-13,12681.0,units,SITE-US-01,Line-1,Released,2022-09-14
BATCH-00367,4,BN-04-220818-70,2022-08-18,2022-09-15,2024-09-14,14119.0,L,SITE-US-01,Line-4,Released,2022-09-17
BATCH-00368,7,BN-07-220817-71,2022-08-17,2022-09-08,2024-09-07,48411.0,kg,SITE-US-01,Line-1,Released,2022-09-12
BATCH-00369,3,BN-03-220801-72,2022-08-01,2022-08-22,2024-08-21,39090.0,kg,SITE-US-01,Line-3,Released,2022-08-26
BATCH-00370,4,BN-04-220806-73,2022-08-06,2022-08-22,2024-08-21,40597.0,units,SITE-US-01,Line-4,Released,2022-08-23
BATCH-00371,4,BN-04-220801-74,2022-08-01,2022-08-15,2024-08-14,46676.0,units,SITE-US-01,Line-3,Released,2022-08-18
BATCH-00372,8,BN-08-220824-75,2022-08-24,2022-10-07,2024-10-06,14277.0,units,SITE-AP-01,Line-3,Released,2022-10-11
BATCH-00373,4,BN-04-220806-76,2022-08-06,2022-08-31,2024-08-30,6693.0,kg,SITE-EU-01,Line-4,Released,2022-09-04
BATCH-00374,7,BN-07-220825-77,2022-08-25,2022-09-27,2024-09-26,5206.0,kg,SITE-US-01,Line-2,Released,2022-09-27
BATCH-00375,1,BN-01-220818-78,2022-08-18,2022-09-24,2024-09-23,49405.0,units,SITE-AP-01,Line-2,Released,2022-09-27
BATCH-00376,7,BN-07-220805-79,2022-08-05,2022-09-05,2024-09-04,10071.0,kg,SITE-AP-01,Line-4,Released,2022-09-08
BATCH-00377,2,BN-02-220820-80,2022-08-20,2022-09-05,2024-09-04,21389.0,kg,SITE-US-01,Line-4,Released,2022-09-07
BATCH-00378,6,BN-06-220824-81,2022-08-24,2022-10-06,2024-10-05,38319.0,units,SITE-EU-01,Line-2,Released,2022-10-07
BATCH-00379,4,BN-04-220815-82,2022-08-15,2022-09-05,2024-09-04,15588.0,L,SITE-US-01,Line-3,Released,2022-09-08
BATCH-00380,7,BN-07-220820-83,2022-08-20,2022-09-23,2024-09-22,9956.0,kg,SITE-US-01,Line-1,Released,2022-09-24
BATCH-00381,4,BN-04-220826-84,2022-08-26,2022-09-21,2024-09-20,14930.0,L,SITE-AP-01,Line-4,Released,2022-09-21
BATCH-00382,2,BN-02-220805-85,2022-08-05,2022-09-17,2024-09-16,21807.0,L,SITE-EU-01,Line-2,Released,2022-09-22
BATCH-00383,3,BN-03-220805-86,2022-08-05,2022-09-09,2024-09-08,36149.0,kg,SITE-EU-01,Line-3,Released,2022-09-10
BATCH-00384,8,BN-08-220813-87,2022-08-13,2022-09-25,2024-09-24,39215.0,kg,SITE-US-01,Line-3,Released,2022-09-29
BATCH-00385,8,BN-08-220824-88,2022-08-24,2022-09-17,2024-09-16,29874.0,kg,SITE-US-01,Line-1,Released,2022-09-20
BATCH-00386,4,BN-04-220826-89,2022-08-26,2022-09-22,2024-09-21,42665.0,L,SITE-AP-01,Line-1,Released,2022-09-27
