training_record_id,employee_id,doc_id,curriculum_id,training_type,delivery_method,assigned_date,due_date,completion_date,assessment_score,assessment_passed,attempt_number,trainer_id,status,waiver_reason
236,10,DOC-0018,,Remedial,eLearning,2022-09-10,2022-09-29,2022-09-24,94.7,True,1,11,Completed,
237,10,DOC-0082,,Change-Driven,Read-and-Understand,2024-10-19,2024-11-06,2024-11-01,75.1,False,2,73,Completed,
238,10,DOC-0100,,Refresher,Read-and-Understand,2024-02-21,2024-03-03,2024-02-28,88.9,True,1,91,Completed,
239,10,DOC-0012,,Change-Driven,Classroom,2022-01-08,2022-01-15,2022-01-12,74.2,False,2,120,Completed,
240,10,DOC-0082,,Refresher,Read-and-Understand,2023-12-22,2024-01-13,2023-12-27,86.5,True,1,21,Completed,
241,10,DOC-0019,,Change-Driven,Classroom,2022-03-04,2022-03-12,2022-03-15,83.9,True,1,79,Completed,
242,10,DOC-0064,,Initial,Classroom,2022-09-21,2022-10-06,2022-10-09,83.9,True,1,12,Completed,
243,10,DOC-0038,,Remedial,Read-and-Understand,2023-11-17,2023-11-29,2023-11-19,79.9,False,2,103,Completed,
244,10,DOC-0083,,Change-Driven,eLearning,2022-02-17,2022-03-18,2022-03-23,82.0,True,1,71,Completed,
245,10,DOC-0004,,Change-Driven,Read-and-Understand,2022-12-22,2023-01-03,2023-01-05,93.5,True,1,34,Completed,
246,10,DOC-0058,,Remedial,eLearning,2024-03-28,2024-04-26,,,,1,75,Overdue,
247,10,DOC-0003,,Refresher,eLearning,2023-06-11,2023-06-20,2023-06-23,87.5,True,1,89,Completed,
248,10,DOC-0034,,Change-Driven,Classroom,2023-02-23,2023-03-03,2023-03-02,79.9,False,2,18,Completed,
249,10,DOC-0029,,Refresher,Read-and-Understand,2024-11-20,2024-12-14,2024-12-07,97.8,True,1,45,Completed,
250,10,DOC-0055,,Refresher,eLearning,2023-05-02,2023-05-11,2023-05-13,98.8,True,1,119,Completed,
251,10,DOC-0018,,Change-Driven,Read-and-Understand,2022-02-17,2022-02-26,,,,1,72,Overdue,
252,10,DOC-0049,,Change-Driven,OJT,2022-01-19,2022-02-03,2022-02-07,78.3,False,2,11,Completed,
253,10,DOC-0097,,Change-Driven,Read-and-Understand,2022-02-01,2022-02-14,2022-02-08,79.9,False,2,110,Completed,
254,10,DOC-0067,,Refresher,eLearning,2023-10-23,2023-11-22,2023-11-03,98.5,True,1,76,Completed,
255,10,DOC-0092,,Remedial,eLearning,2022-09-07,2022-09-22,2022-09-26,91.9,True,1,57,Completed,
256,10,DOC-0017,,Refresher,eLearning,2023-05-06,2023-05-31,2023-05-09,98.7,True,1,8,Completed,
257,10,DOC-0073,,Change-Driven,eLearning,2023-11-10,2023-12-10,2023-12-06,84.8,True,1,66,Completed,
258,10,DOC-0098,,Refresher,Read-and-Understand,2024-11-24,2024-12-13,2024-12-11,92.4,True,1,49,Completed,
259,10,DOC-0089,,Remedial,Classroom,2022-11-02,2022-11-27,2022-11-14,93.2,True,1,24,Completed,
260,10,DOC-0021,,Initial,eLearning,2024-12-12,2024-12-24,2024-12-13,92.8,True,1,32,Completed,
261,10,DOC-0048,,Refresher,Read-and-Understand,2023-03-06,2023-03-14,2023-03-15,85.4,True,1,88,Completed,
262,10,DOC-0055,,Remedial,eLearning,2024-09-20,2024-10-10,2024-10-07,70.6,False,2,103,Completed,
263,10,DOC-0071,,Change-Driven,Classroom,2023-03-25,2023-04-16,,,,1,107,Overdue,
264,10,DOC-0074,,Initial,OJT,2024-08-30,2024-09-16,2024-09-07,80.7,True,1,42,Completed,
265,10,DOC-0045,,Refresher,eLearning,2023-11-07,2023-12-03,2023-12-07,85.1,True,1,91,Completed,
266,10,DOC-0059,,Initial,Classroom,2023-07-21,2023-07-30,2023-07-23,91.2,True,1,88,Completed,
267,11,DOC-0055,,Refresher,Classroom,2024-06-27,2024-07-14,2024-07-18,73.5,False,2,33,Completed,
268,11,DOC-0043,,Initial,eLearning,2023-04-04,2023-04-19,2023-04-16,93.6,True,1,83,Completed,
269,11,DOC-0056,,Refresher,OJT,2023-09-29,2023-10-09,2023-10-07,85.9,True,1,2,Completed,
270,11,DOC-0007,,Initial,Read-and-Understand,2023-02-28,2023-03-18,2023-03-06,71.8,False,2,108,Completed,
271,11,DOC-0005,,Initial,OJT,2022-06-25,2022-07-25,2022-07-26,89.6,True,1,19,Completed,
272,11,DOC-0017,,Refresher,eLearning,2024-12-09,2024-12-24,2024-12-16,79.2,False,2,49,Completed,
273,11,DOC-0053,,Refresher,eLearning,2022-04-10,2022-05-05,2022-05-05,77.6,False,2,11,Completed,
274,11,DOC-0082,,Remedial,Classroom,2024-11-02,2024-11-10,2024-11-15,76.1,False,2,10,Completed,
275,11,DOC-0043,,Refresher,Classroom,2023-03-25,2023-04-15,2023-04-06,93.8,True,1,96,Completed,
276,11,DOC-0063,,Initial,eLearning,2022-08-02,2022-08-20,2022-08-11,82.5,True,1,20,Completed,
277,11,DOC-0051,,Remedial,Read-and-Understand,2022-03-25,2022-04-20,2022-04-10,95.7,True,1,52,Completed,
278,11,DOC-0082,,Initial,OJT,2022-10-10,2022-11-01,2022-10-31,80.0,True,1,110,Completed,
279,11,DOC-0039,,Change-Driven,eLearning,2022-05-09,2022-05-19,2022-05-12,91.3,True,1,57,Completed,
280,11,DOC-0095,,Initial,Read-and-Understand,2022-11-11,2022-12-04,2022-11-13,75.1,False,2,46,Completed,
281,11,DOC-0042,,Refresher,Read-and-Understand,2023-03-22,2023-04-15,2023-03-23,90.2,True,1,71,Completed,
282,11,DOC-0018,,Remedial,eLearning,2022-07-02,2022-07-14,2022-07-16,77.8,False,2,62,Completed,
283,11,DOC-0083,,Refresher,Read-and-Understand,2024-11-14,2024-11-29,2024-11-27,70.1,False,2,3,Completed,
284,11,DOC-0062,,Remedial,Classroom,2023-12-05,2023-12-14,2023-12-15,90.9,True,1,9,Completed,
285,11,DOC-0059,,Refresher,eLearning,2024-09-16,2024-10-04,2024-09-21,87.2,True,1,102,Completed,
286,11,DOC-0040,,Initial,Classroom,2022-12-05,2022-12-22,2022-12-09,82.9,True,1,67,Completed,
287,12,DOC-0067,,Refresher,eLearning,2023-11-20,2023-12-18,2023-12-08,83.2,True,1,41,Completed,
288,12,DOC-0075,,Refresher,Classroom,2022-03-17,2022-04-08,2022-03-28,79.1,False,2,91,Completed,
289,12,DOC-0027,,Refresher,Classroom,2023-09-19,2023-10-03,,,,1,64,Overdue,
290,12,DOC-0014,,Change-Driven,Read-and-Understand,2023-11-20,2023-12-10,2023-11-26,98.5,True,1,35,Completed,
291,12,DOC-0099,,Change-Driven,eLearning,2022-04-21,2022-05-13,2022-05-14,77.2,False,2,47,Completed,
292,12,DOC-0076,,Initial,OJT,2024-08-07,2024-08-28,2024-08-09,89.9,True,1,83,Completed,
293,12,DOC-0033,,Remedial,eLearning,2024-08-04,2024-08-25,2024-08-29,78.6,False,2,10,Completed,
294,12,DOC-0085,,Remedial,Classroom,2023-06-22,2023-07-21,2023-07-01,75.2,False,2,65,Completed,
295,12,DOC-0044,,Remedial,Classroom,2024-04-01,2024-04-16,2024-04-12,78.1,False,2,40,Completed,
296,12,DOC-0013,,Initial,Read-and-Understand,2024-03-16,2024-04-09,2024-04-06,81.2,True,1,20,Completed,
297,12,DOC-0031,,Initial,Read-and-Understand,2022-10-24,2022-11-17,2022-11-05,80.5,True,1,96,Completed,
298,12,DOC-0075,,Refresher,Classroom,2023-12-06,2023-12-28,2023-12-16,95.0,True,1,84,Completed,
299,12,DOC-0053,,Initial,Classroom,2024-04-04,2024-04-12,2024-04-13,93.2,True,1,100,Completed,
300,12,DOC-0025,,Refresher,Classroom,2024-04-20,2024-05-02,2024-04-30,83.3,True,1,33,Completed,
301,12,DOC-0052,,Refresher,Classroom,2024-06-29,2024-07-26,2024-07-16,91.9,True,1,93,Completed,
302,12,DOC-0089,,Refresher,OJT,2023-05-18,2023-06-03,2023-05-30,91.4,True,1,67,Completed,
303,12,DOC-0092,,Refresher,eLearning,2023-03-20,2023-04-11,2023-04-01,91.4,True,1,4,Completed,
304,12,DOC-0025,,Refresher,Read-and-Understand,2024-03-06,2024-03-16,2024-03-14,80.4,True,1,6,Completed,
305,12,DOC-0098,,Change-Driven,eLearning,2022-08-03,2022-08-24,2022-08-16,83.8,True,1,5,Completed,
306,12,DOC-0063,,Refresher,eLearning,2024-06-04,2024-07-03,2024-07-08,79.4,False,2,91,Completed,
307,12,DOC-0020,,Change-Driven,OJT,2022-08-13,2022-09-12,2022-08-29,89.9,True,1,55,Completed,
308,12,DOC-0057,,Refresher,eLearning,2024-04-02,2024-04-30,2024-04-15,93.7,True,1,113,Completed,
309,13,DOC-0091,,Initial,Classroom,2024-12-15,2025-01-10,2024-12-31,71.7,False,2,28,Completed,
310,13,DOC-0035,,Change-Driven,Classroom,2022-06-24,2022-07-07,2022-07-06,94.6,True,1,10,Completed,
311,13,DOC-0035,,Refresher,OJT,2023-01-24,2023-02-01,2023-01-29,74.9,False,2,30,Completed,
312,13,DOC-0056,,Change-Driven,Classroom,2024-04-09,2024-05-07,2024-04-30,84.4,True,1,57,Completed,
313,13,DOC-0099,,Change-Driven,OJT,2022-05-09,2022-06-07,2022-05-11,75.9,False,2,86,Completed,
314,13,DOC-0002,,Change-Driven,Classroom,2022-04-16,2022-05-07,2022-04-24,94.1,True,1,47,Completed,
315,13,DOC-0072,,Change-Driven,eLearning,2022-11-11,2022-11-30,2022-11-28,75.2,False,2,86,Completed,
316,13,DOC-0054,,Change-Driven,eLearning,2023-05-01,2023-05-31,2023-05-18,91.2,True,1,65,Completed,
317,13,DOC-0098,,Change-Driven,Read-and-Understand,2024-12-07,2024-12-26,2024-12-26,73.1,False,2,26,Completed,
318,13,DOC-0022,,Initial,eLearning,2022-06-04,2022-06-19,2022-06-10,79.7,False,2,119,Completed,
319,13,DOC-0014,,Change-Driven,Read-and-Understand,2024-09-28,2024-10-25,2024-10-08,95.3,True,1,51,Completed,
320,13,DOC-0098,,Refresher,eLearning,2023-10-15,2023-11-05,2023-11-05,88.9,True,1,28,Completed,
321,13,DOC-0024,,Initial,Classroom,2024-02-07,2024-03-06,2024-02-25,78.6,False,2,103,Completed,
322,13,DOC-0099,,Refresher,Classroom,2024-12-26,2025-01-23,2025-01-17,72.6,False,2,66,Completed,
323,13,DOC-0003,,Initial,Read-and-Understand,2023-11-24,2023-12-05,2023-11-28,90.7,True,1,93,Completed,
324,13,DOC-0055,,Initial,Classroom,2024-11-16,2024-12-02,2024-12-04,93.4,True,1,11,Completed,
325,13,DOC-0034,,Initial,Classroom,2024-02-22,2024-03-21,2024-02-24,98.4,True,1,26,Completed,
326,13,DOC-0032,,Change-Driven,eLearning,2023-10-25,2023-11-09,,,,1,57,Overdue,
327,13,DOC-0022,,Change-Driven,eLearning,2023-03-01,2023-03-20,2023-03-02,85.2,True,1,38,Completed,
328,13,DOC-0060,,Refresher,Classroom,2024-09-15,2024-09-23,2024-09-16,99.7,True,1,14,Completed,
329,13,DOC-0070,,Initial,Classroom,2023-05-01,2023-05-22,2023-05-25,88.1,True,1,62,Completed,
330,13,DOC-0089,,Initial,Classroom,2022-05-15,2022-06-11,2022-05-22,85.0,True,1,109,Completed,
331,13,DOC-0067,,Refresher,Classroom,2024-03-19,2024-04-12,2024-03-29,73.1,False,2,6,Completed,
332,13,DOC-0029,,Refresher,Classroom,2022-11-28,2022-12-17,2022-12-19,79.9,False,2,60,Completed,
333,13,DOC-0039,,Change-Driven,Read-and-Understand,2022-08-12,2022-09-06,2022-08-25,71.1,False,2,30,Completed,
334,13,DOC-0078,,Refresher,OJT,2022-02-11,2022-03-02,2022-02-20,93.9,True,1,93,Completed,
335,14,DOC-0083,,Remedial,Read-and-Understand,2022-02-01,2022-02-15,2022-02-12,94.4,True,1,77,Completed,
336,14,DOC-0058,,Refresher,eLearning,2022-04-19,2022-04-29,2022-05-01,95.9,True,1,51,Completed,
337,14,DOC-0070,,Initial,OJT,2022-10-19,2022-11-13,2022-10-20,83.9,True,1,119,Completed,
338,14,DOC-0032,,Initial,Read-and-Understand,2022-05-18,2022-06-13,2022-06-16,81.9,True,1,22,Completed,
339,14,DOC-0052,,Remedial,eLearning,2022-01-08,2022-01-19,2022-01-22,87.1,True,1,91,Completed,
340,14,DOC-0066,,Change-Driven,OJT,2024-07-21,2024-08-08,2024-08-07,70.3,False,2,30,Completed,
341,14,DOC-0026,,Initial,Read-and-Understand,2024-01-24,2024-02-17,2024-02-10,94.8,True,1,82,Completed,
342,14,DOC-0011,,Refresher,eLearning,2022-01-09,2022-01-29,2022-01-17,96.6,True,1,40,Completed,
343,14,DOC-0044,,Initial,Read-and-Understand,2023-06-04,2023-06-23,2023-06-27,91.2,True,1,95,Completed,
344,14,DOC-0011,,Remedial,eLearning,2023-09-16,2023-09-24,2023-09-29,72.7,False,2,12,Completed,
345,14,DOC-0074,,Refresher,Classroom,2023-11-08,2023-11-26,2023-11-29,87.5,True,1,120,Completed,
346,14,DOC-0029,,Initial,Classroom,2023-11-26,2023-12-22,2023-12-12,97.9,True,1,4,Completed,
347,14,DOC-0025,,Change-Driven,eLearning,2022-03-08,2022-03-26,2022-03-23,97.2,True,1,17,Completed,
348,14,DOC-0033,,Change-Driven,Read-and-Understand,2024-02-22,2024-02-29,2024-02-29,77.6,False,2,81,Completed,
349,14,DOC-0072,,Initial,Classroom,2023-10-19,2023-11-01,2023-11-01,86.8,True,1,98,Completed,
350,14,DOC-0052,,Initial,eLearning,2024-07-25,2024-08-15,2024-08-08,95.7,True,1,40,Completed,
351,14,DOC-0042,,Refresher,Classroom,2024-07-20,2024-08-17,2024-08-04,95.3,True,1,31,Completed,
352,14,DOC-0006,,Change-Driven,Read-and-Understand,2023-04-12,2023-04-26,2023-05-01,93.7,True,1,58,Completed,
353,14,DOC-0043,,Refresher,Read-and-Understand,2024-10-20,2024-11-04,,,,1,39,Assigned,
354,14,DOC-0070,,Change-Driven,Classroom,2023-07-30,2023-08-23,2023-08-18,79.1,False,2,103,Completed,
355,14,DOC-0028,,Change-Driven,Read-and-Understand,2022-08-28,2022-09-21,2022-09-09,81.6,True,1,21,Completed,
356,14,DOC-0062,,Refresher,Classroom,2022-04-16,2022-05-07,2022-05-05,96.7,True,1,114,Completed,
357,14,DOC-0039,,Refresher,OJT,2024-09-04,2024-09-24,2024-09-08,73.2,False,2,61,Completed,
358,14,DOC-0051,,Refresher,Classroom,2023-09-21,2023-10-12,2023-10-13,92.3,True,1,66,Completed,
359,14,DOC-0073,,Refresher,OJT,2024-07-22,2024-08-02,2024-07-29,78.9,False,2,88,Completed,
360,14,DOC-0004,,Refresher,Classroom,2023-02-21,2023-03-18,2023-03-10,77.7,False,2,45,Completed,
361,14,DOC-0095,,Change-Driven,eLearning,2024-05-03,2024-05-10,2024-05-10,91.7,True,1,111,Completed,
362,14,DOC-0084,,Change-Driven,Classroom,2024-04-15,2024-04-24,2024-04-18,97.9,True,1,80,Completed,
363,14,DOC-0099,,Refresher,Read-and-Understand,2024-06-25,2024-07-16,2024-07-10,87.9,True,1,27,Completed,
364,14,DOC-0073,,Initial,Read-and-Understand,2024-04-12,2024-04-23,2024-04-28,84.1,True,1,98,Completed,
365,15,DOC-0009,,Refresher,eLearning,2022-06-24,2022-07-02,2022-07-07,77.2,False,2,77,Completed,
366,15,DOC-0054,,Remedial,Read-and-Understand,2022-12-20,2023-01-01,2022-12-22,82.2,True,1,22,Completed,
367,15,DOC-0037,,Initial,Classroom,2023-02-18,2023-03-02,2023-02-26,71.6,False,2,119,Completed,
368,15,DOC-0030,,Change-Driven,Read-and-Understand,2023-06-01,2023-06-16,2023-06-14,94.4,True,1,49,Completed,
369,15,DOC-0073,,Refresher,eLearning,2023-06-14,2023-07-13,2023-06-15,82.0,True,1,44,Completed,
370,15,DOC-0057,,Initial,eLearning,2024-03-13,2024-03-30,2024-04-02,79.2,False,2,62,Completed,
371,15,DOC-0092,,Change-Driven,Classroom,2022-04-10,2022-04-18,2022-04-15,77.6,False,2,37,Completed,
372,15,DOC-0069,,Refresher,Read-and-Understand,2024-09-07,2024-09-24,2024-09-11,98.9,True,1,67,Completed,
373,15,DOC-0002,,Refresher,eLearning,2023-06-09,2023-06-21,2023-06-19,97.1,True,1,32,Completed,
374,15,DOC-0057,,Refresher,Read-and-Understand,2024-04-20,2024-05-06,,,,1,62,Overdue,
375,15,DOC-0072,,Initial,eLearning,2024-05-18,2024-06-11,2024-06-02,86.3,True,1,30,Completed,
376,15,DOC-0093,,Initial,Read-and-Understand,2022-09-24,2022-10-06,2022-09-27,97.5,True,1,80,Completed,
377,15,DOC-0092,,Remedial,Read-and-Understand,2023-10-30,2023-11-23,2023-11-13,97.7,True,1,85,Completed,
378,15,DOC-0017,,Change-Driven,Classroom,2024-08-24,2024-09-18,2024-09-09,74.8,False,2,106,Completed,
379,15,DOC-0090,,Change-Driven,eLearning,2022-06-06,2022-06-21,2022-06-16,87.0,True,1,105,Completed,
380,15,DOC-0015,,Refresher,eLearning,2024-08-28,2024-09-25,2024-09-17,79.0,False,2,98,Completed,
381,15,DOC-0024,,Change-Driven,eLearning,2024-11-03,2024-11-10,2024-11-04,79.7,False,2,63,Completed,
382,15,DOC-0040,,Initial,Read-and-Understand,2023-11-25,2023-12-23,2023-11-27,74.4,False,2,97,Completed,
383,15,DOC-0001,,Remedial,eLearning,2022-06-18,2022-07-18,2022-07-12,78.9,False,2,36,Completed,
384,15,DOC-0068,,Initial,Read-and-Understand,2024-10-17,2024-11-12,2024-11-14,90.9,True,1,52,Completed,
385,15,DOC-0054,,Initial,eLearning,2022-09-27,2022-10-18,2022-10-21,70.5,False,2,88,Completed,
386,15,DOC-0088,,Change-Driven,eLearning,2024-07-05,2024-07-20,2024-07-07,76.9,False,2,69,Completed,
387,15,DOC-0099,,Refresher,eLearning,2023-12-01,2023-12-17,2023-12-08,76.0,False,2,64,Completed,
388,15,DOC-0019,,Refresher,Classroom,2023-05-03,2023-06-01,2023-05-29,86.0,True,1,102,Completed,
389,15,DOC-0012,,Initial,Classroom,2023-06-16,2023-07-03,2023-07-06,74.6,False,2,35,Completed,
390,15,DOC-0095,,Refresher,eLearning,2024-12-24,2025-01-10,2024-12-28,88.6,True,1,6,Completed,
391,15,DOC-0093,,Remedial,Read-and-Understand,2022-08-07,2022-09-01,2022-08-27,99.4,True,1,4,Completed,
392,15,DOC-0080,,Change-Driven,eLearning,2022-09-22,2022-10-10,2022-09-27,71.4,False,2,93,Completed,
393,15,DOC-0093,,Refresher,eLearning,2023-12-24,2024-01-04,2023-12-29,99.1,True,1,35,Completed,
394,16,DOC-0083,,Remedial,eLearning,2023-02-09,2023-03-03,2023-02-26,74.8,False,2,81,Completed,
395,16,DOC-0048,,Refresher,Classroom,2023-10-23,2023-11-02,2023-11-06,76.3,False,2,37,Completed,
396,16,DOC-0077,,Remedial,eLearning,2022-12-04,2022-12-11,2022-12-12,80.0,True,1,110,Completed,
397,16,DOC-0015,,Refresher,eLearning,2023-09-27,2023-10-09,2023-10-12,94.8,True,1,17,Completed,
398,16,DOC-0045,,Initial,Read-and-Understand,2022-06-13,2022-07-06,2022-06-21,90.8,True,1,102,Completed,
399,16,DOC-0061,,Refresher,eLearning,2024-07-09,2024-07-23,2024-07-23,91.2,True,1,97,Completed,
400,16,DOC-0034,,Refresher,eLearning,2023-09-01,2023-09-14,2023-09-08,88.9,True,1,115,Completed,
401,16,DOC-0060,,Initial,OJT,2024-11-28,2024-12-20,2024-12-11,80.9,True,1,97,Completed,
402,16,DOC-0092,,Refresher,Classroom,2023-09-22,2023-10-06,2023-09-24,95.0,True,1,98,Completed,
403,16,DOC-0029,,Initial,Classroom,2023-07-08,2023-08-01,2023-07-29,78.9,False,2,54,Completed,
404,16,DOC-0007,,Initial,Read-and-Understand,2022-03-04,2022-04-03,2022-03-23,70.3,False,2,62,Completed,
405,16,DOC-0030,,Refresher,OJT,2024-09-05,2024-09-25,2024-09-11,82.2,True,1,107,Completed,
406,16,DOC-0018,,Initial,Read-and-Understand,2022-09-15,2022-10-03,2022-09-20,97.7,True,1,30,Completed,
407,16,DOC-0007,,Refresher,eLearning,2022-06-23,2022-07-22,2022-06-27,97.4,True,1,31,Completed,
408,16,DOC-0014,,Remedial,eLearning,2022-08-21,2022-09-11,2022-08-27,81.9,True,1,111,Completed,
409,16,DOC-0043,,Refresher,Classroom,2024-05-12,2024-06-06,2024-05-13,96.4,True,1,17,Completed,
410,16,DOC-0079,,Refresher,OJT,2023-04-02,2023-04-15,,,,1,35,Overdue,
411,16,DOC-0058,,Remedial,Classroom,2023-09-20,2023-10-02,2023-09-28,95.0,True,1,42,Completed,
412,16,DOC-0079,,Change-Driven,eLearning,2024-05-04,2024-06-01,2024-06-04,93.6,True,1,46,Completed,
413,16,DOC-0032,,Refresher,Read-and-Understand,2022-02-10,2022-02-22,2022-02-16,92.3,True,1,52,Completed,
414,16,DOC-0042,,Initial,eLearning,2022-01-22,2022-01-30,2022-01-25,88.2,True,1,82,Completed,
415,16,DOC-0008,,Change-Driven,eLearning,2024-06-04,2024-06-20,2024-06-18,72.0,False,2,19,Completed,
416,16,DOC-0058,,Refresher,Read-and-Understand,2024-10-27,2024-11-18,2024-11-20,91.2,True,1,7,Completed,
417,16,DOC-0092,,Refresher,eLearning,2023-08-05,2023-08-17,2023-08-09,82.0,True,1,91,Completed,
418,16,DOC-0096,,Initial,Classroom,2022-05-06,2022-06-05,2022-05-30,94.3,True,1,80,Completed,
419,16,DOC-0026,,Initial,Read-and-Understand,2023-09-19,2023-10-03,2023-10-02,87.6,True,1,95,Completed,
420,16,DOC-0100,,Refresher,eLearning,2023-01-11,2023-02-09,2023-02-13,84.1,True,1,26,Completed,
421,16,DOC-0032,,Refresher,eLearning,2024-11-12,2024-11-22,2024-11-16,70.6,False,2,32,Completed,
422,16,DOC-0081,,Initial,eLearning,2023-03-03,2023-03-11,2023-03-07,82.7,True,1,38,Completed,
423,16,DOC-0098,,Initial,Read-and-Understand,2024-09-01,2024-09-16,2024-09-20,86.2,True,1,21,Completed,
424,16,DOC-0008,,Refresher,eLearning,2023-05-11,2023-05-25,2023-05-22,97.5,True,1,106,Completed,
425,16,DOC-0017,,Refresher,eLearning,2023-10-31,2023-11-10,2023-11-08,91.3,True,1,69,Completed,
426,16,DOC-0064,,Refresher,eLearning,2022-04-21,2022-05-16,2022-04-30,89.0,True,1,20,Completed,
427,17,DOC-0088,,Refresher,eLearning,2023-09-05,2023-09-22,2023-09-08,72.4,False,2,48,Completed,
428,17,DOC-0012,,Change-Driven,eLearning,2022-09-27,2022-10-14,2022-09-29,98.2,True,1,12,Completed,
429,17,DOC-0032,,Refresher,Classroom,2023-12-09,2023-12-16,2023-12-21,76.7,False,2,33,Completed,
430,17,DOC-0098,,Refresher,Read-and-Understand,2022-05-21,2022-06-16,2022-06-06,73.3,False,2,41,Completed,
431,17,DOC-0046,,Initial,OJT,2024-10-13,2024-10-23,2024-10-20,83.0,True,1,81,Completed,
432,17,DOC-0084,,Refresher,Read-and-Understand,2022-09-27,2022-10-12,2022-09-28,95.2,True,1,18,Completed,
433,17,DOC-0010,,Change-Driven,eLearning,2024-01-17,2024-02-15,2024-02-07,73.9,False,2,56,Completed,
434,17,DOC-0010,,Refresher,eLearning,2023-10-03,2023-10-11,2023-10-04,79.4,False,2,104,Completed,
435,17,DOC-0046,,Initial,eLearning,2024-05-10,2024-06-05,2024-06-08,72.3,False,2,55,Completed,
436,17,DOC-0004,,Initial,OJT,2024-10-31,2024-11-08,2024-11-10,71.1,False,2,98,Completed,
437,17,DOC-0097,,Refresher,Classroom,2024-05-05,2024-06-04,2024-05-09,92.0,True,1,66,Completed,
438,17,DOC-0068,,Initial,OJT,2024-10-22,2024-11-15,2024-11-11,76.2,False,2,51,Completed,
439,17,DOC-0085,,Refresher,Classroom,2022-08-23,2022-09-11,2022-09-10,85.7,True,1,91,Completed,
440,17,DOC-0069,,Refresher,Classroom,2023-12-23,2024-01-01,2024-01-03,80.6,True,1,45,Completed,
441,17,DOC-0081,,Change-Driven,Classroom,2022-03-14,2022-04-11,2022-04-05,99.8,True,1,21,Completed,
442,17,DOC-0049,,Initial,Classroom,2024-09-07,2024-09-19,2024-09-08,84.4,True,1,106,Completed,
443,17,DOC-0001,,Refresher,Classroom,2022-08-18,2022-09-15,2022-09-06,83.4,True,1,46,Completed,
444,17,DOC-0054,,Change-Driven,eLearning,2023-08-03,2023-08-10,2023-08-07,91.8,True,1,69,Completed,
445,17,DOC-0029,,Refresher,OJT,2022-04-12,2022-05-01,2022-04-29,92.8,True,1,48,Completed,
446,17,DOC-0014,,Refresher,eLearning,2023-06-07,2023-06-25,,,,1,60,Overdue,
447,17,DOC-0011,,Refresher,Classroom,2023-06-17,2023-07-06,2023-07-06,71.1,False,2,93,Completed,
448,17,DOC-0054,,Refresher,eLearning,2024-07-09,2024-07-27,2024-07-27,80.1,True,1,55,Completed,
449,17,DOC-0039,,Refresher,Classroom,2023-12-27,2024-01-16,2024-01-18,88.2,True,1,39,Completed,
450,17,DOC-0032,,Initial,OJT,2022-07-03,2022-07-26,2022-07-24,89.7,True,1,3,Completed,
451,17,DOC-0093,,Change-Driven,eLearning,2022-03-08,2022-03-19,2022-03-20,82.9,True,1,99,Completed,
452,17,DOC-0061,,Initial,Classroom,2024-09-03,2024-09-25,2024-09-04,90.3,True,1,72,Completed,
453,17,DOC-0062,,Refresher,Classroom,2022-08-10,2022-09-04,2022-09-06,82.5,True,1,87,Completed,
454,17,DOC-0020,,Remedial,OJT,2022-01-26,2022-02-05,2022-02-06,71.7,False,2,38,Completed,
455,17,DOC-0044,,Remedial,Classroom,2023-10-20,2023-10-27,2023-10-26,78.9,False,2,96,Completed,
456,17,DOC-0093,,Refresher,Classroom,2022-03-16,2022-04-13,2022-03-30,87.0,True,1,31,Completed,
457,17,DOC-0067,,Initial,eLearning,2024-11-10,2024-12-02,2024-11-23,72.9,False,2,102,Completed,
458,17,DOC-0099,,Refresher,eLearning,2023-08-01,2023-08-15,2023-08-03,70.8,False,2,41,Completed,
459,17,DOC-0021,,Remedial,eLearning,2023-09-22,2023-10-18,2023-09-23,84.8,True,1,57,Completed,
460,17,DOC-0073,,Refresher,eLearning,2024-04-25,2024-05-12,,,,1,66,Overdue,
461,17,DOC-0080,,Change-Driven,eLearning,2024-10-13,2024-11-11,2024-10-20,85.7,True,1,44,Completed,
462,18,DOC-0058,,Initial,eLearning,2023-11-02,2023-11-29,2023-11-03,75.0,False,2,115,Completed,
463,18,DOC-0037,,Change-Driven,OJT,2022-03-21,2022-04-08,2022-04-05,83.5,True,1,24,Completed,
